tourist_id,timestamp,latitude,longitude,ground_truth,deviation_clipped,deviation_z_score,dist_to_nearest_poi,speed,acceleration,bearing_change,is_stationary,stationary_streak,dwell_ratio,time_past_departure,dwell_excess_minutes,should_be_in_transit,phase_mismatch,speed_rolling_mean_5,speed_rolling_std_5,deviation_rolling_mean_10,deviation_rolling_max_15,hour_of_day,_raw_dist_to_route,if_prediction,if_anomaly_score,is_if_anomaly,is_true_anomaly,is_hybrid_anomaly,rule_applied
T001,2026-03-05 06:00:00,27.012503,88.264965,dwell,560.3188985201178,2.19669842250944,3.483263729539071,0.0,0.0,0.0,1.0,1.0,0.015873015873015872,0.0,0.0,0.0,0.0,0.0,0.0,560.3188985201178,560.3188985201178,6.0,560.3188985201178,-1,-0.024698004837390375,1,0,0,suppress:persistence<3
T001,2026-03-05 06:31:00,27.012649,88.264971,dwell,576.4424459563504,2.2814019606919516,16.815274004472485,3.6984172993362536,-12.65804034123958,50.672614978708964,1.0,1.0,0.5079365079365079,0.0,0.0,0.0,0.0,12.72045428002532,5.3866146225604545,562.3553080225299,576.4424459563504,6.0,576.4424459563504,-1,-0.023341838523318725,1,0,0,suppress:persistence<3
T001,2026-03-05 06:34:00,27.012481,88.265013,dwell,558.6890556722498,2.188136196582306,2.474275874869021,3.1318521211011876,-5.371177868656941,137.92484666101865,1.0,1.0,0.5555555555555556,0.0,0.0,0.0,0.0,9.141184062201232,5.957529186363649,561.7354875659719,576.4424459563504,6.0,558.6890556722498,-1,-0.003986139595372862,1,0,0,suppress:persistence<3
T001,2026-03-05 06:54:00,27.012505,88.265067,dwell,562.2448948362786,2.2068164627949605,6.6605588473675414,4.367194756364014,-19.446216884837206,160.30992766463345,1.0,1.0,0.873015873015873,0.0,0.0,0.0,0.0,12.270950762251218,7.192181922915509,558.9758026384623,573.2211957813181,6.0,562.2448948362786,-1,-0.01607252057944042,1,0,0,suppress:persistence<3
T001,2026-03-05 07:03:00,27.007552,88.264019,transit,0.0,-0.722107161796457,558.7097394502556,556.2630717690391,537.6756622655457,50.92064872173489,0.0,0.0,0.0,0.0,0.0,0.0,0.0,127.45740480431081,239.75613654917393,508.4875827516247,584.8801848032427,7.0,4.716366376858093,-1,-0.08701406279318269,1,0,0,suppress:persistence<3
T001,2026-03-05 07:04:00,27.007482,88.263638,transit,0.0,-0.6756816470738483,574.0584741897056,38.539404221788686,-517.7236675472504,67.98549588666657,0.0,0.0,0.0,1.0,0.0,0.0,0.0,131.1143169778227,237.84405430074113,452.26309326799685,584.8801848032427,7.0,13.553588586733214,-1,-0.02325485089176338,1,0,0,suppress:low_signal
T002,2026-03-05 07:04:00,27.026262,88.248113,transit,0.0,-0.3838279554984074,193.5806373784247,210.060507777305,197.8436812058901,164.90588288559087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.18410007295076,86.75516440647594,165.15215544855798,200.09339496847124,7.0,2.2331976585352433,-1,-0.0015776676144746982,1,0,0,suppress:low_signal
T002,2026-03-05 08:07:00,27.030301,88.256958,ANOMALY_route_deviation,0.0,-0.25905465209401446,270.74334431052216,278.9776138254498,247.81899435422162,93.42698988025673,0.0,0.0,0.0,0.0,0.0,0.0,1.0,72.6495670853459,115.629694897042,147.83153142521252,174.56869568180676,8.0,38.14489491495258,-1,-0.06375435544676578,1,1,0,suppress:persistence<3
T002,2026-03-05 08:08:00,27.028686,88.25903,ANOMALY_route_deviation,161.0340924712377,0.16791740167247057,543.2548258053815,272.7057233414679,-6.271890483981906,8.426729306717704,0.0,0.0,0.0,0.0,0.0,0.0,1.0,122.8596394036058,139.90863557614603,147.75310260416146,174.56869568180676,8.0,161.0340924712377,-1,-0.04609501492086976,1,1,0,suppress:borderline
T002,2026-03-05 08:09:00,27.027133,88.261073,ANOMALY_route_deviation,424.489573547639,1.0832796146912929,809.1454036489836,266.0267805385841,-6.678942802883796,0.7104588756576788,0.0,0.0,0.0,0.0,0.0,0.0,1.0,174.3865630172656,134.55167499418036,173.91283998687723,424.489573547639,8.0,424.489573547639,-1,-0.08782969519362438,1,1,1,none
T002,2026-03-05 08:10:00,27.025155,88.263098,ANOMALY_route_deviation,713.2481359400215,2.0865560529711,1105.755862965224,297.67082668282336,31.64404614423927,7.160284719832475,0.0,0.0,0.0,0.0,0.0,0.0,1.0,229.30791277191065,111.39496717648021,227.98822810402368,713.2481359400215,8.0,713.2481359400215,-1,-0.11345871694195908,1,1,1,none
T002,2026-03-05 08:11:00,27.02351,88.265202,ANOMALY_route_deviation,988.0370192828152,3.041295576103994,1382.8835131411079,277.2952712234814,-20.375555459341967,6.363681082225725,0.0,0.0,0.0,0.0,0.0,0.0,1.0,278.5352431223613,11.814701831130565,309.9840199584711,988.0370192828152,8.0,988.0370192828152,-1,-0.12668218053442504,1,1,1,none
T002,2026-03-05 08:12:00,27.021962,88.267206,ANOMALY_route_deviation,1249.5655128289072,3.949962572295302,1645.474146015224,262.7425729926833,-14.552698230798114,0.3432871777511082,0.0,0.0,0.0,0.0,0.0,0.0,1.0,275.28823495580804,13.737231755812667,418.4538420971793,1249.5655128289072,8.0,1249.5655128289072,-1,-0.1466545074183757,1,1,1,none
T002,2026-03-05 08:13:00,27.020172,88.268842,ANOMALY_route_deviation,1499.1388797612203,4.81709210982605,1899.909650871205,256.66896505315543,-6.073607939527847,9.918411212643207,0.0,0.0,0.0,0.0,0.0,0.0,1.0,272.0808832981455,16.15099429943634,551.6389720564875,1499.1388797612203,8.0,1499.1388797612203,-1,-0.16361796802685946,1,1,1,none
T002,2026-03-05 08:14:00,27.018417,88.271001,ANOMALY_route_deviation,1785.7243861779011,5.812818379406367,2189.3505740026735,289.5194625945635,32.85049754140806,8.468241133364785,0.0,0.0,0.0,0.0,0.0,0.0,1.0,276.7794197093414,17.32403772983628,714.3127955714133,1785.7243861779011,8.0,1785.7243861779011,-1,-0.18818368019196818,1,1,1,none
T002,2026-03-05 08:15:00,27.016574,88.27288,ANOMALY_route_deviation,2052.025228309542,6.738066649764821,2465.5574623141138,276.8446969213715,-12.674765673191985,5.372669021333394,0.0,0.0,0.0,0.0,0.0,0.0,1.0,272.61419375705105,13.0124649151665,902.0584488341868,2052.025228309542,8.0,2052.025228309542,-1,-0.20422566505105366,1,1,1,none
T002,2026-03-05 08:16:00,27.015229,88.275024,ANOMALY_route_deviation,2311.6210726414743,7.640018757905843,2722.4649970585906,259.7611423733137,-17.083554548057805,12.600058405858931,0.0,0.0,0.0,0.0,0.0,0.0,1.0,269.1073679870175,13.775850984541464,1118.4883900960758,2311.6210726414743,8.0,2311.6210726414743,-1,-0.20813731264640556,1,1,1,none
T002,2026-03-05 08:17:00,27.01506,88.275092,ANOMALY_route_deviation,2327.5841683330273,7.695481694334991,2740.260679471347,19.96280957738898,-239.79833279592472,35.1274921364014,0.0,0.0,0.0,0.0,0.0,0.0,1.0,220.55141530395866,112.91943360910552,1351.2468069293786,2327.5841683330273,8.0,2327.5841683330273,-1,-0.22312221096806095,1,1,1,none
T002,2026-03-05 08:18:00,27.016803,88.272989,ANOMALY_route_deviation,2047.4021256071796,6.72200392256948,2455.7323377769217,284.5402041537944,264.57739457640537,152.6544593858205,0.0,0.0,0.0,0.0,0.0,0.0,1.0,226.12566312408643,115.79930963868796,1539.8836102429727,2327.5841683330273,8.0,2047.4021256071796,-1,-0.2324630621983601,1,1,1,none
T002,2026-03-05 08:19:00,27.018615,88.270984,ANOMALY_route_deviation,1772.9765598629226,5.768526727324646,2172.9922400921846,282.9207747999033,-1.6194293538910642,2.477932177942364,0.0,0.0,0.0,0.0,0.0,0.0,1.0,224.80592556515438,114.93054730361082,1674.732308874501,2327.5841683330273,8.0,1772.9765598629226,-1,-0.1981309432075533,1,1,1,none
T002,2026-03-05 08:20:00,27.020156,88.268927,ANOMALY_route_deviation,1506.8380051505912,4.8438423160693596,1907.2226924268557,266.23418500752894,-16.686589792374377,5.3493704751082305,0.0,0.0,0.0,0.0,0.0,0.0,1.0,222.68382318238588,113.82209053779432,1754.0912957955582,2327.5841683330273,8.0,1506.8380051505912,-1,-0.19106641022763704,1,1,1,none
